starting slam
[INFO] [1746827972.088807]: [run_auto] Mapping - drive the vehicle, Ctrl-C when done …
est:  [2.18691754269419, 5.853568360472574, 3.2459837725543417]
act:  [4.025291306666737, -2.509820690103817, -2.301]
est:  [2.0006292054499673, 5.83249571519141, 3.254232280340624]
act:  [3.91745463994577, -2.4804735725194416, -2.304]
est:  [1.9724227600183617, 5.8297305540261615, 3.2393133587918115]
act:  [3.819414499784027, -2.455712092009064, -2.308]
est:  [1.9271281864403387, 5.82814966176301, 3.176480956291769]
act:  [3.7215560685125126, -2.4331792841707522, -2.324]
est:  [1.8848276675175004, 5.828779010474301, 3.1267157136189248]
act:  [3.600555783229562, -2.4129819833252295, -2.368]
est:  [1.7186696475588632, 5.83383685668509, 3.1111620737532713]
act:  [3.500832097066439, -2.3950882297212774, -2.371]
est:  [1.642783403805565, 5.833846570062171, 3.141464654409068]
act:  [3.400408283922583, -2.374110676154479, -2.375]
est:  [1.4609046249082387, 5.83471905249481, 3.1367956357871862]
act:  [3.2617336175731553, -2.351764828377434, -2.375]
est:  [1.4184918535128743, 5.834473998537, 3.1473704234193534]
act:  [3.162838350120632, -2.3275217659575613, -2.327]
est:  [1.3376732012027934, 5.827071777403397, 3.232928327346599]
act:  [3.0510093389856765, -2.287731411993591, -2.211]
est:  [1.1552718806754294, 5.7974517680465425, 3.3025766326141883]
act:  [2.954909328285047, -2.2372359870192544, -2.125]
est:  [1.085502219953122, 5.779422982446293, 3.394465541939776]
act:  [2.877183825631627, -2.1919729089392868, -2.0549999999999997]
est:  [1.014161097635022, 5.757983453178255, 3.433527667743023]
act:  [2.8068177593949564, -2.143417613426063, -2.001]
est:  [0.9346967238177278, 5.7357357837610365, 3.414573872146835]
act:  [2.735259856667229, -2.0967542813846296, -1.991]
est:  [0.8449341434025883, 5.71088144985686, 3.411714852762658]
act:  [2.659062899705142, -2.0482256944515873, -1.9849999999999999]
est:  [0.7667017143465313, 5.686606468092461, 3.4424656904527295]
act:  [2.586104743015948, -1.9953947624844615, -1.938]
est:  [0.6979764304516424, 5.662055883078402, 3.4846919651988117]
act:  [2.5189507684719894, -1.9367062312117385, -1.878]
est:  [0.6943290701924214, 5.660514216163697, 3.5414967584482473]
act:  [2.4545171761104205, -1.8728602276141508, -1.813]
est:  [0.6042868148856624, 5.616918081559936, 3.5924996345933407]
act:  [2.384690985373397, -1.7924033877112762, -1.718]
est:  [0.4654551380927771, 5.535769853690656, 3.6705431006109914]
act:  [2.3360131020263344, -1.7236832038287389, -1.6389999999999998]
est:  [0.29931243800802093, 5.4283738584939245, 3.715438701302447]
act:  [2.2926743998943646, -1.6599120748006562, -1.6099999999999999]
est:  [0.29905310270281393, 5.4282031921897005, 3.7236349345066313]
act:  [2.245215061618539, -1.5951308181717454, -1.603]
est:  [0.10617757260426447, 5.298291818082001, 3.7343457315918984]
act:  [2.195265216039877, -1.5108099255847487, -1.546]
est:  [0.10595399827838611, 5.298092989686164, 3.8684739629694214]
act:  [2.146191955161138, -1.393213943226816, -1.397]
est:  [0.033972412437414695, 5.22399526720182, 3.9414760213748807]
act:  [2.120704091814835, -1.2952324713964738, -1.266]
est:  [-0.036995359725463126, 5.131490158524878, 4.05798505494316]
act:  [2.1069795930690507, -1.181933582901586, -1.113]
est:  [-0.086299162110082, 5.049932979515282, 4.168644885806535]
act:  [2.108652636728354, -1.0978907311834654, -1.002]
est:  [-0.16992191036322865, 4.884050318856577, 4.245460509323708]
act:  [2.121832461528442, -1.017396680358333, -0.903]
est:  [-0.22832477055468886, 4.73619928440839, 4.336190410297816]
act:  [2.1418800132349554, -0.9385861755345805, -0.802]
est:  [-0.2773609187544492, 4.578924103230727, 4.410155019124157]
act:  [2.174754474303177, -0.8519993993532606, -0.6869999999999998]
est:  [-0.2801805410710481, 4.563075041855734, 4.536326335654964]
act:  [2.2092643153834546, -0.7854706772205308, -0.5959999999999999]
est:  [-0.28680114828205105, 4.508134849278227, 4.592461547751484]
act:  [2.2503051741698816, -0.7219990464704662, -0.5019999999999998]
est:  [-0.29232961446730416, 4.386826468209532, 4.666846838652217]
act:  [2.2988871782632856, -0.6574638709592115, -0.3999999999999999]
est:  [-0.2922656354214278, 4.316537290057646, 4.713299206252874]
act:  [2.322568907774369, -0.623226819576771, -0.3839999999999999]
est:  [-0.29229750647538705, 4.262506988024418, 4.711799106757052]
act:  [2.338581200248609, -0.599486421734287, -0.3820000000000001]
est:  [-0.29228004283408726, 4.217738874143141, 4.71277907143164]
act:  [2.348634310267566, -0.5852058412507511, -0.3759999999999999]
est:  [-0.29222582070550146, 4.195165896047978, 4.7147910570655105]
act:  [2.3530649470315157, -0.5790115327448778, -0.3740000000000001]
est:  [-0.29222582070550146, 4.195165896047978, 4.715558633851865]
act:  [2.3551119108133527, -0.5766011511825839, -0.3729999999999998]
est:  [-0.29222582070550146, 4.195165896047978, 4.715507346052132]
act:  [2.3530649470315157, -0.5790115327448778, -0.3740000000000001]
est:  [-0.29222582070550146, 4.195165896047978, 4.715271766796686]
act:  [2.352209819740735, -0.5795299508353824, -0.3729999999999998]
est:  [-0.29222582070550146, 4.195165896047978, 4.714610385478254]
act:  [2.353401656231792, -0.577637987363593, -0.3759999999999999]
est:  [-0.29222582070550146, 4.195165896047978, 4.714841975069912]
act:  [2.3539200743222963, -0.5784931146543734, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.714946043569756]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.714584164740503]
act:  [2.3530649470315157, -0.5790115327448778, -0.3740000000000001]
est:  [-0.29222582070550146, 4.195165896047978, 4.714662623994216]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.714593068430706]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.7145147785389625]
act:  [2.3530649470315157, -0.5790115327448778, -0.3740000000000001]
est:  [-0.29222582070550146, 4.195165896047978, 4.7147103670215875]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.714847033042836]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.7146331605689]
act:  [2.3530649470315157, -0.5790115327448778, -0.3740000000000001]
est:  [-0.29222582070550146, 4.195165896047978, 4.714700363007971]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.714763937389684]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.714906121515219]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.714886644544583]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.7149606860568225]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.714847584446287]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
est:  [-0.29222582070550146, 4.195165896047978, 4.71499628058118]
act:  [2.3530649470315157, -0.5790115327448778, -0.375]
